Identifiant espace vert;Typologie d'espace vert;Catégorie;Adresse - Numéro;Adresse - Complément;Adresse - type voie;Adresse - Libellé voie;Code postal;Surface calculée;Superficie totale réelle;Surface horticole;Présence cloture;Périmètre;Année de l'ouverture;Année de rénovation;Ancien nom de l'espace vert;Année de changement de nom;Nombre d'entités;Ouverture 24h_24h;ID_DIVISION;ID_ATELIER_HORTICOLE;IDA3D_ENB;SITE_VILLES;ID_EQPT;Compétence
870;Jardinets décoratifs;Jardinet;102;;QUAI DE;BERCY;75012;2885;2690;1550;Non;312.2823626;;;;;1;;111;14;50718;399;3778;CA
100;Promenades ouvertes;Promenade;19;X;COURS LA;REINE;75008;4708;6801;5579;Non;973.21012162;1927;;;2008;1;Oui;104;9;46292;3757;3445;CA
10400;Décorations sur la voie publique;Jardiniere;1;;RUE DE LA;LEGION ETRANGERE;75014;771;726;726;Non;474.94081714;;;;;4;;114;23;JDE7371;SV;7371;CA
10414;Décorations sur la voie publique;Jardiniere;5;;RUE DU;MOULIN DES LAPINS;75014;73;50;50;Non;145.67676638;;;;;2;;114;22;JDE7382;SV;7382;CA
11067;Etablissements sportifs;Espace Vert;99;;RUE;OLIVIER DE SERRES;75015;35;920;920;Oui;26.44345798;;;;;2;Non;115;28;0;1733;2919 DJS;CA
11339;Etablissements sportifs;Espace Vert;19;;AVENUE DE LA;PORTE DE VILLIERS;75017;2085;2300;2300;Oui;1314.65384818;;;;;1;Non;117;34;0;1051;2839 DJS;CA
10899;Décorations sur la voie publique;Jardiniere;73;;ALLEE;DARIUS MILHAUD;75019;232;244;244;Non;110.36776433;;;;;1;;119;41;JDE7531;1036;7531;CA
11500;Décorations sur la voie publique;Jardiniere;37;;AVENUE DE LA;PORTE DE CLICHY;75017;2421;2400;2400;Non;344.6389702;2019;;;;2;;117;35;JDE10265;SV;10265;CA
11502;Décorations sur la voie publique;Jardiniere;1;;RUE;RENE BLUM;75017;128;130;130;Non;157.00005679;2016;;;;8;;117;36;JDE10264;SV;10264;CA
730;Périphérique;Talus;0;;;;75019;2130;;;Non;399.67296346;;;;;1;;999;;0;0;0;0
11549;Périphérique;Talus;0;;;;75019;3941;;;Non;1010.12249351;;;TALUS AVENUE DU BELVEDERE (ALEXANDER FLEMING);;1;;999;;0;0;0;0
11257;Promenades ouvertes;Jardin;7;;PASSAGE;STENDHAL;75020;354;450;350;Oui;80.18309131;1935;2011;JARDIN DU PASSAGE STENDHAL;2013;1;Non;120;46;194272;3407;6409;CA
11217;Promenades ouvertes;Jardin;18;;RUE DE;NOISY LE SEC;75020;4458;3771;2730;Oui;330.15989418;2010;;JARDIN DE LA DALLE FOUGERE;2016;1;Non;120;45;113267;2130;7078;CA
10989;Décorations sur la voie publique;Jardiniere;12;;AVENUE DE LA;PORTE DES LILAS;75020;159;160;160;Non;106.94786321;2009;;;;2;;120;45;JDE7591;SV;7591;CA
799;Périphérique;Talus;0;;;;75020;106;;;Non;65.91175981;;;;;1;;9;;0;0;0;0
206;Périphérique;Talus;0;;;;75012;1165;;;Non;216.43205309;;;;;1;;9;;0;0;0;0
11590;Périphérique;Talus;0;;;;75018;3459;;;Non;834.21152194;;;;;1;;999;;0;0;0;0
517;Périphérique;Talus;0;;;;75017;2119;;;Non;425.41439911;;;;;1;;999;;0;0;0;0
11610;Périphérique;Talus;0;;;;75013;646;;;Non;126.73201164;;;;;1;;9;;0;0;0;0
324;Périphérique;Talus;0;;;;75014;1248;;;Non;472.41272378;;;;;1;;9;;0;0;0;0
389;Périphérique;Talus;0;;;;75015;1850;;;Non;311.32391907;;;;;1;;9999;;0;0;0;0
11639;Périphérique;Talus;0;;;;75015;47;;;Non;74.03914687;;;;;1;;9999;;0;0;0;0
11655;Périphérique;Talus;0;;;;75016;2902;;;Non;538.56163154;;;;;1;;9999;;0;0;0;0
11679;Périphérique;Talus;0;;;;75016;437;;;Non;203.85867561;;;;;1;;9999;;0;0;0;0
11677;Périphérique;Talus;0;;;;75016;911;;;Non;423.9476909;;;;;1;;9999;;0;0;0;0
11698;Murs végétalisés;Murs vegetalises;35;;RUE DE;PROVENCE;75009;1;;;Non;6.22552932;2017;;;;2;;104;8;JDE9948;SV;9948;CA
11740;Murs végétalisés;Murs vegetalises;3;;RUE;ERNEST ROCHE;75017;1;;;Non;9.57274188;2016;;;;3;;117;36;JDE10267;SV;10267;CA
681;Jardinets décoratifs;Plate-bande;4;Q;PLACE DE LA;BATAILLE DE STALINGRAD;75019;1260;1720;1720;Non;639.34746886;;;;;14;;119;42;65693;1533;4483;CA
11114;Décorations sur la voie publique;Plate-bande;67;V;AVENUE DE;FLANDRE;75019;1088;1290;1290;Non;417.67222725;;;;;3;;119;42;JDE3800;SV;3800;CA
11746;Décorations sur la voie publique;Jardiniere;8;V;PLACE DE LA;PORTE DE BAGNOLET;75020;178;178;178;Non;106.08270675;2016;;;;4;;120;45;JDE10420;3520;10420;CA
11774;Promenades ouvertes;Promenade;30;;RUE DE;THIONVILLE;75019;7813;5400;;Oui;1686.4671413;2020;;;;1;Non;119;42;0;5885;10536;CP
11783;Promenades ouvertes;Jardin;98;P;RUE;DIDOT;75014;11683;10870;;Oui;307.43501273;2019;;JARDIN DE LA DALLE BROUSSAIS;2018;1;Non;114;23;54052;844;10489;CA
11798;Murs végétalisés;Murs vegetalises;14;;RUE;ORTOLAN;75005;10;;;Non;;2018;;;;1;;113;4;0;204;0;0
11814;Murs végétalisés;Murs vegetalises;163;;RUE DE;SEVRE;75015;4;;;Non;;2006;;;;1;;115;24;JDE10632;SV;10632;CA
11857;Ephémères, partagés, pédagogiques;Jardin partage;6;;RUE DU;COLONEL MANHES;75017;70;92;92;Oui;;2017;;LE POTAGER POTS A JONCS;;1;Non;117;36;74353;1676;0;0
11908;Murs végétalisés;Murs vegetalises;339;B;RUE DE;BELLEVILLE;75019;3;113;113;Non;;2016;;JARDINIERES ANGLE DES RUES DE ROMAINVILLE - DE BELLEVILLE;;1;;119;43;JDE9641;SV;9641;CA
11914;Murs végétalisés;Murs vegetalises;9;;RUE DU;RETRAIT;75020;;;;Non;;2018;;;;1;;120;45;JDE10643;SV;10643;CA
11925;Ephémères, partagés, pédagogiques;Jardin partage;66;;BOULEVARD;RICHARD LENOIR;75011;197;41;41;Oui;;;;JARDIN PARTAGE TRUILLOT;;1;;111;11;0;1695;0;0
11803;Décorations sur la voie publique;Jardiniere;22;;RUE DE;ROCHECHOUART;75009;24;80;80;Non;;2019;;;;8;;104;8;JDE10249;SV;10249;CA
11962;Décorations sur la voie publique;Jardiniere;1;;RUE;BELGRAND;75020;128;130;130;Non;;2019;;;;2;;120;46;JDE10852;SV;10852;CA
12014;Murs végétalisés;Murs vegetalises;37;;RUE DES;FRANCS BOURGEOIS;75004;;140;140;Non;;2015;;JARDIN DES ROSIERS-JOSEPH MIGNERET;;1;;101;3;0;SV;0;0
12062;Murs végétalisés;Murs vegetalises;54;;RUE DE;FECAMP;75012;;40;40;Non;;2019;;SQUARE ILAN HALIMI;;1;;111;13;0;194;0;0
12066;Murs végétalisés;Murs vegetalises;63;;RUE DU;MOULIN DE LA POINTE;75013;;112;112;Non;;2017;;JARDIN DU MOULIN DE LA POINTE;;1;;113;20;0;4774;0;0
12072;Murs végétalisés;Murs vegetalises;20;;RUE;SAILLARD;75014;;60;60;Non;;2020;;SQUARE DE L'ASPIRANT DUNAND;;1;;114;22;0;3070;0;0
12157;Murs végétalisés;Murs vegetalises;57;B;RUE;VITRUVE;75020;;155;155;Non;;2016;;SQUARE DES GRES;;1;;120;46;0;3426;0;0
12897;Décorations sur la voie publique;Jardiniere;4;V;BOULEVARD DE;BERCY;75012;;;;Non;;9999;;;;;;111;15;JDE11856;SV;11856;CP
12901;Décorations sur la voie publique;Jardiniere;5;;RUE;JEAN BAPTISTE BERLIER;75013;290;290;290;Non;;2020;;;;7;;113;17;JDE11860;SV;11860;CP
12930;Décorations sur la voie publique;Jardiniere;13;;RUE;LOUIS BLANC;75010;485;485;485;Non;;2021;;;;5;;104;10;JDE11944;SV;11944;CP
11259;Décorations sur la voie publique;Jardiniere;44;;RUE D';AVRON;75020;164;200;200;Non;197.58669246;2011;;;;8;;120;46;JDE8177;SV;8177;CA
10266;Décorations sur la voie publique;Jardiniere;10;;RUE DE;VALENCE;75005;33;40;40;Non;27.96104563;;;;;1;;113;4;JDE7194;SV;7194;CA
10239;Décorations sur la voie publique;Jardiniere;1;;RUE;ERASME;75005;188;116;97;Non;266.04440849;;;;;8;;113;4;JDE7167;SV;7167;CA
66;Jardinets décoratifs;Jardinet;78;;RUE;BONAPARTE;75006;31;23;23;Oui;21.30745068;;;COUR DE LA MAIRIE DU VI;;1;Non;114;5;44818;3574;3739;CA
11826;Murs végétalisés;Murs vegetalises;1;;RUE;JULES VERNE;75011;3;;;Non;27.35203808;2006;;;;1;;111;12;JDE7260;687;7260;CP
11188;Murs végétalisés;Murs vegetalises;16;;AVENUE;RENE FONCK;75019;9;29;29;Non;18.29472276;2007;;;;1;;119;43;JDE7554;SV;7554;CP
10745;Décorations sur la voie publique;Jardiniere;47;;RUE;POLONCEAU;75018;73;70;70;Non;57.005147;2006;;;;2;;118;39;JDE6214;SV;6214;CA
11200;Murs végétalisés;Murs vegetalises;70;;RUE DE;MEAUX;75019;5;;;Non;26.7976459;2007;;;;1;;119;42;JDE7566;SV;7566;CP
11139;Murs végétalisés;Murs vegetalises;17;;RUE;TITON;75011;4;;;Non;37.85658403;2007;;;;2;;111;11;JDE7259;394;7259;CP
10270;Décorations sur la voie publique;Decoration;42;;RUE DE;VAUGIRARD;75006;44;34;34;Non;46.7905806;;;;;3;;114;5;JDE7199;SV;7199;CA
169;Promenades ouvertes;Square;2;;PLACE;MAZAS;75012;1854;1806;910;Oui;272.69974614;1926;;;1979;1;Non;111;15;49693;44;3451;CA
172;Promenades ouvertes;Jardin d'immeubles;2;;BOULEVARD;CARNOT;75012;1818;4018;1348;Oui;430.20148239;1959;;JARDIN D'IMMEUBLES DU BOULEVARD CARNOT;2019;1;Oui;111;16;50626;1352;4987;CA
10857;Décorations sur la voie publique;Jardiniere;131;;RUE DE;SAUSSURE;75017;57;60;60;Non;46.77256258;;;;;2;;117;35;JDE7493;SV;7493;CA
10832;Décorations sur la voie publique;Plate-bande;37;;RUE;RAYNOUARD;75016;232;245;245;Non;139.66108442;;;;;4;;116;33;JDE7455;SV;7455;CA
10833;Décorations sur la voie publique;Jardiniere;2;V;PLACE DE;MEXICO;75016;36;16;16;Non;21.47460565;;;;;1;;116;33;JDE7456;SV;7456;CA
918;Cimetières;Cimetière;2;;RUE DU;MONT CENIS;75018;635;600;;Oui;125.4547211;1688;1801;;;1;Non;16;160;62672;4139;5078;CP
11318;Promenades ouvertes;Square;17;X;ROUTE DE;CEINTURE DU LAC DAUMESNIL;75012;12011;12012;;Oui;494.3439432;;;Rouge;;1;Non;7;49;51704;3705;4912;CP
11330;Promenades ouvertes;Pelouse;3;V;ROUTE D';AUTEUIL AUX LACS;75016;24652;24659;;Oui;899.83952183;;;Pelouse B;;1;Non;8;55;106638;3708;7993;CP
10835;Décorations sur la voie publique;Decoration;1;;AVENUE DE LA;PORTE MOLITOR;75016;23;28;28;Non;23.07929517;;;;;1;;116;32;JDE7444;SV;7444;CA
10906;Décorations sur la voie publique;Jardiniere;29;;RUE DES;LILAS;75019;46;50;50;Non;28.13680541;2003;;;;1;;119;43;JDE7538;SV;7538;CA
10868;Décorations sur la voie publique;Jardiniere;9;;RUE;VAUVENARGUES;75018;50;50;50;Non;83.30585094;;;;;11;;118;38;JDE7509;SV;7509;CA
877;Jardinets décoratifs;Jardinet;43;B;BOULEVARD;ARAGO;75013;209;345;220;Oui;87.80426869;1994;;;;1;Non;113;19;52078;3068;5042;CA
10363;Décorations sur la voie publique;Jardiniere;8;;RUE DE LA;GLACIERE;75013;57;39;39;Non;50.28715329;;;;;2;;113;19;JDE7317;SV;7317;CA
10368;Décorations sur la voie publique;Jardiniere;13;;RUE;PRIMATICE;75013;10;11;11;Non;22.6847451;;;;;2;;113;19;JDE7321;SV;7321;CA
11090;Etablissements sportifs;Espace Vert;12;;RUE;RENE BINET;75018;25862;3931;3931;Oui;800.71065071;;;;;1;Non;118;38;0;976;4777 DJS;CP
89;Jardinets décoratifs;Jardinet;116;;RUE DE;GRENELLE;75007;3898;3830;3254;Oui;253.48674981;;;;;1;Non;101;6;45711;1412;3740;CA
5;Jardinets décoratifs;Square;2;;PLACE DU;LOUVRE;75001;659;663;605;Oui;225.81724781;1976;;JARDINET DE LA PLACE DU LOUVRE;2013;2;Non;101;1;41510;3387;3748;CA
10711;Décorations sur la voie publique;Plate-bande;1;;AVENUE;DAUMESNIL;75012;107;105;105;Non;166.20606059;;;;;3;;111;15;JDE7273;SV;7273;CA
10183;Jardinets décoratifs;Jardinet;1;;PLACE DES;VINS DE FRANCE;75012;939;928;928;Non;245.79572625;1995;;;;1;;111;14;50716;399;3772;CA
11088;Etablissements sportifs;Espace Vert;172;;RUE;CHAMPIONNET;75018;2487;2927;2927;Oui;1112.0976808;;;TEP CHAMPIONNET;;1;Non;118;38;0;932;2705 DJS;CA
11179;Murs végétalisés;Murs vegetalises;12;;RUE;HELENE;75017;46;;;Non;177.60088048;2005;;;;3;;117;36;JDE7501;422;7501;CP
11507;Décorations sur la voie publique;Plate-bande;13;;ROUTE DES;PETITS PONTS;75019;344;325;325;Non;301.17144898;2012;;;;3;;119;41;JDE8555;SV;8555;CA
11527;Ephémères, partagés, pédagogiques;Jardin partage;17;;RUE;JULES ROMAINS;75019;89;45;45;Oui;57.8287382;;;JARDIN DES APPRENTISSAGES;;1;Non;119;42;0;0;0;0
733;Périphérique;Talus;0;;;;75019;2945;;;Non;244.98847513;;;;;1;;999;;0;0;0;0
11548;Périphérique;Talus;0;;;;75019;796;;;Non;198.04264427;;;;;1;;999;;0;0;0;0
11265;Ephémères, partagés, pédagogiques;Jardin partage;2;BIS;CITE;AUBRY;75020;766;750;750;Oui;110.6741028;2013;;;;1;Non;120;46;130020;4648;8470;CA
796;Périphérique;Talus;0;;;;75020;4984;;;Non;542.04253765;;;;;1;;999;;0;0;0;0
798;Périphérique;Talus;0;;;;75020;19024;;;Non;1149.74703003;;;;;1;;9;;0;0;0;0
801;Périphérique;Talus;0;;;;75020;1084;;;Non;285.35428705;;;;;1;;9;;0;0;0;0
11557;Périphérique;Talus;0;;;;75020;783;;;Non;353.45258514;;;;;1;;9;;0;0;0;0
809;Périphérique;Talus;0;;;;75020;586;;;Non;201.42564223;;;;;1;;9;;0;0;0;0
812;Périphérique;Talus;0;;;;75020;3132;;;Non;453.07886552;;;;;1;;9;;0;0;0;0
199;Périphérique;Talus;0;;;;75012;3834;;;Non;569.52498762;;;;;1;;9;;0;0;0;0
11574;Périphérique;Talus;0;;;;75012;2009;;;Non;259.84131258;;;;;1;;9;;0;0;0;0
11581;Périphérique;Talus;0;;;;75012;576;;;Non;213.50949877;;;;;1;;9;;0;0;0;0
11583;Périphérique;Talus;0;;;;75018;1890;;;Non;675.165767;;;;;1;;999;;0;0;0;0
11586;Périphérique;Talus;0;;;;75018;582;;;Non;107.46018424;;;;;1;;999;;0;0;0;0
11587;Périphérique;Talus;0;;;;75018;740;;;Non;245.17358543;;;;;1;;999;;0;0;0;0
11594;Périphérique;Talus;0;;;;75017;881;;;Non;202.45063253;;;;;1;;999;;0;0;0;0
11603;Périphérique;Talus;2;X;VOIE;BG/17;75017;491;566;566;Non;99.45866268;;;Porte Maillot 55 PB;;1;;117;34;0;SV;9409;CP
11606;Périphérique;Talus;2;V;VOIE;BF/17;75017;233;240;240;Non;88.45736947;;;Porte Maillot 57 PB nord;;1;;117;34;0;SV;9412;CP
320;Périphérique;Talus;0;;;;75014;1368;;;Non;383.48204791;;;;;1;;9;;0;0;0;0
11630;Périphérique;Talus;0;;;;75015;106;;;Non;87.764432;;;;;1;;9999;;0;0;0;0
382;Périphérique;Talus;0;;;;75015;115;;;Non;57.83410282;;;;;1;;9999;;0;0;0;0
11638;Périphérique;Talus;0;;;;75015;734;;;Non;194.67284972;;;;;1;;9999;;0;0;0;0
11645;Périphérique;Talus;0;;;;75016;1507;;;Non;303.85998148;;;;;1;;9999;;0;0;0;0
10274;Décorations sur la voie publique;Jardiniere;71;;RUE DE L';UNIVERSITE;75007;17;18;18;Non;17.05428624;;;;;1;;101;6;JDE7203;SV;7203;CA
11707;Murs végétalisés;Murs vegetalises;2;;AVENUE DE LA;PORTE DE CHARENTON;75012;8;;;Non;48.09559803;2016;;JARDINIERE VERTICALE  DU 2 AVENUE DE LA PORTE DE CHARENTON);;1;;111;14;JDE9600;SV;9600;CA
11716;Décorations sur la voie publique;Jardiniere;29;;AVENUE DE LA;PORTE D'ITALIE;75013;163;180;180;Non;62.42491939;;;;;1;;113;17;JDE8774;SV;8774;CA
11768;Promenades ouvertes;Promenade;331;;RUE DE;CHARENTON;75012;18784;18800;;Oui;1545.21216604;2019;;;;1;Non;111;13;258438;5881;10530;CP
11821;Décorations sur la voie publique;Jardiniere;154;V;BOULEVARD;NEY;75018;256;227;227;Non;;2018;;;;2;;118;38;JDE10722;SV;10722;CA
10280;Décorations sur la voie publique;Jardiniere;4;;RUE;MONTALEMBERT;75007;146;92;92;Non;67.10892804;;;;;1;;101;6;JDE7209;SV;7209;CA
11894;Promenades ouvertes;Jardin;1;;RUE DE;THORIGNY;75003;302;350;350;Oui;;2019;;JARDIN PERLE THORIGNY;2019;1;Non;101;2;323034;20;10570;CP
11721;Murs végétalisés;Murs vegetalises;33;;RUE DES;LONGUES RAIES;75013;0;;;Non;3.24516904;2017;;;;5;;113;20;JDE9609;SV;9609;CA
11929;Ephémères, partagés, pédagogiques;Jardin partage;6;;AVENUE;MAURICE RAVEL;75012;233;995;995;Oui;;;;LES JARDINS DE LA RUE VERTE;;1;Non;111;16;0;602;0;0
11225;Promenades ouvertes;Promenade;130;;BOULEVARD;SUCHET;75016;9570;4990;3575;Oui;;2018;;;;1;Non;116;31;285907;2288;7086;CP
11954;Décorations sur la voie publique;Jardiniere;137;;RUE D';ALESIA;75014;50;50;50;Non;;2018;;;;2;;114;22;JDE10841;SV;10841;CA
11998;Décorations sur la voie publique;Jardiniere;22;;RUE;BREGUET;75011;55;60;60;Non;;2020;;;;7;;111;11;JDE11571;SV;11571;CP
12032;Murs végétalisés;Murs vegetalises;5;X;AVENUE DES;CHAMPS ELYSEES;75008;;15;15;Non;;2015;;JARDINS DES CHAMPS ELYSEES;;1;;104;8;0;SV;0;0
12039;Murs végétalisés;Murs vegetalises;79;BIS;RUE;LA FAYETTE;75009;;40;40;Non;;2017;;SQUARE MONTHOLON;;1;;104;8;0;SV;0;0
12055;Murs végétalisés;Murs vegetalises;2;;RUE;JOSEPH KESSEL;75012;;450;450;Non;;2015;;PARC DE BERCY;;4;;111;14;0;766;0;0
12063;Murs végétalisés;Murs vegetalises;30;;RUE DU;RENDEZ VOUS;75012;;90;90;Non;;2016;;JARDIN DEBERGUE-RENDEZ-VOUS;;1;;111;16;0;760;0;0
12064;Murs végétalisés;Murs vegetalises;11;;BOULEVARD DE LA;BASTILLE;75012;;24;24;Non;;2019;;JARDIN DU PORT DE L'ARSENAL;;2;;111;15;0;3382;0;0
12081;Murs végétalisés;Murs vegetalises;6;;RUE DES;SUISSES;75014;;108;108;Non;;2018;;JARDIN MAUDY PIOT-JACOMET;;1;;114;22;0;32;0;0
12095;Murs végétalisés;Murs vegetalises;2;;PLACE;JACQUES MARETTE;75015;;32;32;Non;;2015;;PARC GEORGES BRASSENS;;1;;115;28;0;105;0;0
12120;Murs végétalisés;Murs vegetalises;42;;RUE;RENE BINET;75018;;280;280;Non;;2015;;SQUARE DE LA RUE RENE BINET;;1;;118;38;0;1002;0;0
12131;Murs végétalisés;Murs vegetalises;60;;RUE;COMPANS;75019;;50;50;Non;;2015;;SQUARE EUGENIE COTTON;;1;;119;43;0;3030;0;0
12147;Murs végétalisés;Murs vegetalises;26;;RUE;DURIS;75020;;140;140;Non;;2016;;JARDIN DES CENDRIERS (DIT DES AMANDIERS);;1;;120;44;0;4851;0;0
12165;Décorations sur la voie publique;Jardiniere;3;V;PLACE DE LA;MADELEINE;75008;202;200;200;Non;;2019;;;;2;;104;8;JDE11674;SV;11674;CP
12913;Décorations sur la voie publique;Jardiniere;15;W;PLACE DES;ETATS UNIS;75016;;;;Non;;9999;;;;;;116;33;JDE11872;SV;11872;CP
12154;Murs végétalisés;Murs vegetalises;17;;AVENUE DE LA;PORTE DE VINCENNES;75020;;70;70;Non;;2016;;JARDINS D'IMMEUBLES PORTE DE VINCENNES SUD (DIT DELAPORTE);;1;;120;47;0;3409;0;0
12174;Décorations sur la voie publique;Jardiniere;35;;RUE DE LA;GARE;75019;201;200;200;Non;;2018;;;;6;;119;41;JDE11686;SV;11686;CP
10021;Jardinets décoratifs;Jardinet;1;;PLACE;JULES JOFFRIN;75018;64;54;54;Non;53.69449464;;2020;;;3;;118;38;62526;2285;3745;CA
12942;Décorations sur la voie publique;Jardiniere;1;;RUE;PIERRE FONCIN;75020;561;550;550;Non;;2021;;;;9;;120;45;JDE12013;SV;12013;CP
73;Promenades ouvertes;Square;28;B;RUE;LAS CASES;75007;1810;2047;1713;Oui;159.95506605;1857;;;1935;1;Non;101;6;45421;1091;3695;CA
30;Promenades ouvertes;Jardin;8;;RUE DES;NONNAINS D HYERES;75004;645;620;337;Oui;149.44253888;1957;;;;1;Non;101;3;43320;3369;3394;CA
827;Promenades ouvertes;Square;2;;RUE DE LA;BUCHERIE;75005;53;43;43;Oui;37.71544345;2000;;;;1;Non;113;4;43795;369;3676;CA
142;Promenades ouvertes;Square;2;;PLACE;PASDELOUP;75011;530;525;220;Oui;107.97484034;1971;;;;1;Oui;111;11;49164;4284;3504;CA
190;Promenades ouvertes;Square;12;BIS;PASSAGE;GATBOIS;75012;1313;1310;510;Oui;189.32748674;1997;2010;SQUARE DU MAIL GATBOIS;2013;1;Non;111;15;50721;4685;3596;CA
22;Promenades ouvertes;Square;9;;BOULEVARD;HENRI IV;75004;2007;2000;1088;Oui;195.82223167;1925;;;;1;Oui;101;3;43332;1824;3610;CA
10030;Promenades ouvertes;Promenade;87;B;AVENUE DES;TERNES;75017;3888;4040;1945;Oui;432.13665342;1989;;;;0;Non;117;34;61217;4047;3446;CA
408;Promenades ouvertes;Square;66;;BOULEVARD;SUCHET;75016;2166;2343;887;Oui;203.18536404;1933;1990;;1928;1;Oui;116;31;59737;396;3613;CA
460;Promenades ouvertes;Square;57;;RUE;BAYEN;75017;4204;4130;2849;Oui;355.47030271;1979;;SQUARE DE LA RUE BAYEN;2015;1;Non;117;34;61336;398;3508;CA
309;Promenades ouvertes;Jardin;6;;RUE;RAYMOND LOSSERAND;75014;1035;1000;850;Oui;183.22372121;1999;;;2000;1;Non;114;22;55669;213;3563;CA
527;Promenades ouvertes;Square;23;;RUE;CARPEAUX;75018;7197;7205;2560;Oui;395.07618181;1907;;;1907;1;Non;118;37;62571;540;3473;CA
10134;Promenades ouvertes;Jardin;25;;RUE;THOMAS MANN;75013;7812;7916;5965;Oui;443.44216967;2009;;;2009;1;Non;113;17;53656;843;6131;CA
10789;Promenades ouvertes;Jardin;5;;PLACE;SOUHAM;75013;3795;3600;2215;Non;296.22554442;2008;;;;1;Oui;113;163;52190;3805;6145;CA
104;Promenades ouvertes;Square;2;;AVENUE;FRANKLIN D ROOSEVELT;75008;3458;6500;2500;Non;257.60285496;1928;;;1972;1;Oui;104;9;45906;5750;4982;CP
10910;Décorations sur la voie publique;Decoration;8;V;PLACE;EMILE LANDRIN;75020;55;47;47;Non;29.69168382;;;;;1;;120;46;JDE7571;SV;7571;CA
400;Promenades ouvertes;Jardin;10;;PLACE DU;TROCADERO ET DU ONZE NOVEMBRE;75016;2536;2648;2086;Oui;234.77778745;1905;1987;;;1;Oui;116;33;60098;4307;5015;CA
914;Jardinets décoratifs;Square;25;;RUE DES;SAULES;75018;110;140;8;Non;43.54904389;1991;;;;1;;118;37;62756;4189;5053;CA
370;Promenades ouvertes;Jardin;389;;RUE DE;VAUGIRARD;75015;6748;7070;4250;Oui;480.4571242;1994;;;;1;Non;115;25;131989;1215;5008;CA
888;Jardinets décoratifs;Jardinet;72;BIS;RUE DE L';AMIRAL MOUCHEZ;75014;179;177;177;Non;55.82821737;;;;;1;;114;21;55459;4296;3790;CA
11232;Promenades ouvertes;Square;25;;RUE DE L';ECHIQUIER;75010;1383;1034;675;Oui;136.30388317;2017;;JARDIN DU 25 27 RUE DE L'ECHIQUIER;2017;1;Non;104;10;262743;142;7811;CA
11230;Promenades ouvertes;Promenade;84;;RUE;LEBLANC;75015;34863;35795;;Oui;2835.65546534;2013;;;;1;Non;115;29;205839;4690;7774;CP
10876;Jardinets décoratifs;Jardinet;18;V;PLACE DE;VERDUN;75017;295;350;350;Non;86.18065655;1997;;;;1;;117;34;0;A92051;7475;CA
10996;Promenades ouvertes;Jardin;18;;RUE DU;CHALET;75010;876;1020;490;Oui;159.36339715;2014;;;;1;Non;104;10;129591;702;3424;CA
11132;Murs végétalisés;Murs vegetalises;6;;RUE DES;RECOLLETS;75010;6;;;Non;36.8697952;2005;;;;1;;104;10;JDE7242;SV;7242;CP
11155;Murs végétalisés;Murs vegetalises;35;;RUE;DUNOIS;75013;0;;;Non;7.94474896;2007;;;;1;;113;18;JDE7367;SV;7367;CP
10716;Décorations sur la voie publique;Jardiniere;2;V;PLACE;LOULOU GASTE;75017;138;150;150;Non;146.78939716;;;;;5;;117;35;JDE7499;SV;7499;CA
10353;Décorations sur la voie publique;Decoration;83;;RUE;BAUDRICOURT;75013;252;310;310;Non;63.92325827;;;;;1;;113;163;JDE7309;SV;7309;CA
11290;Promenades ouvertes;Jardin;2;;PLACE DE L';HOTEL DE VILLE   ESPLANADE DE LA LIBERATION;75004;1735;1600;950;Oui;227.68475797;2015;;JARDIN DE L'HOTEL DE VILLE;2015;1;Non;101;3;206988;1442;9440;CP
7;Promenades ouvertes;Square;18;;RUE DE LA;LUNE;75002;354;362;126;Oui;85.44657073;1966;;;1962;1;Non;101;1;41720;2247;3618;CA
11349;Décorations sur la voie publique;Jardiniere;2;V;PLACE;MADELEINE BRAUN;75010;236;238;238;Non;146.74291042;2012;;;;5;;104;10;JDE8338;SV;8338;CA
10532;Décorations sur la voie publique;Jardiniere;56;;RUE DE;CHARONNE;75011;342;350;350;Non;204.22466429;2011;;JARDINIERES DE LA RUE DE CHARONNE;;7;;111;11;JDE8476;SV;8476;CA
11211;Murs végétalisés;Murs vegetalises;12;;PASSAGE DES;RECOLLETS;75010;6;;;Non;13.392750790000001;2010;;;;1;;104;10;JDE7247;SV;7247;CP
10924;Décorations sur la voie publique;Decoration;17;;RUE;LISFRANC;75020;32;32;32;Non;36.04802661;;;;;4;;120;46;JDE7584;SV;7584;CA
10803;Décorations sur la voie publique;Jardiniere;3;;RUE;PETEL;75015;11;12;12;Non;20.84603834;;;;;2;;115;25;JDE7410;SV;7410;CA
10294;Décorations sur la voie publique;Decoration;8;V;CITE DE;TREVISE;75009;197;190;190;Non;50.864143;;;;;1;;104;8;JDE7223;SV;7223;CA
11364;Décorations sur la voie publique;Jardiniere;2;;RUE;ANDRE BRECHET;75017;1137;1130;1130;Non;445.21072229;2009;;;;6;;117;35;JDE8848;1804;8848;CA
10190;Décorations sur la voie publique;Jardiniere;31;;RUE;MAUCONSEIL;75001;47;40;40;Non;31.5156124;;;;;1;;101;1;JDE7107;SV;7107;CA
10965;Promenades ouvertes;Jardin;13;;RUE;JULIA BARTET;75014;8195;9270;2000;Oui;557.95623827;2009;;JARDIN DE LA DALLE DU PERIPHERIQUE PORTE DE VANVES;;1;Non;114;23;194296 194300;537;6209;CA
