# name;planet_status;mass;mass_error_min;mass_error_max;mass_sini;mass_sini_error_min;mass_sini_error_max;radius;radius_error_min;radius_error_max;orbital_period;orbital_period_error_min;orbital_period_error_max;semi_major_axis;semi_major_axis_error_min;semi_major_axis_error_max;eccentricity;inclination;angular_distance;discovered;detection_type;mag_v;star_distance;star_mass
Kepler-222 b;Confirmed;;;;;;;0.282;0.125;0.125;3.936981;5E-06;5E-06;0.048;;;;;;2014;Primary Transit;;775.61;
Kepler-222 c;Confirmed;;;;;;;0.414;0.185;0.185;10.08881;1.1e-05;1.1e-05;0.091;;;;;;2014;Primary Transit;;775.61;
Kepler-222 d;Confirmed;;;;;;;0.329;0.145;0.145;28.081912;6.9e-05;6.9e-05;0.18;;;;;;2014;Primary Transit;;775.61;
Kepler-223 b;Confirmed;0.02328;0.00346;0.00409;;;;0.267;0.024;0.016;7.38449;0.00022;0.00022;0.073;;;0.078;90.0;;2014;Primary Transit;;1960.49;1.12
Kepler-223 c;Confirmed;0.01605;0.00346;0.00535;;;;0.307;0.027;0.018;9.84564;0.00051;0.00052;0.088;;;0.15;90.0;;2014;Primary Transit;;1960.49;1.12
Kepler-223 d;Confirmed;0.02517;0.00409;0.00472;;;;0.467;0.04;0.023;14.78869;0.00027;0.0003;0.116;;;0.037;87.94;;2014;Primary Transit;;1960.49;1.12
Kepler-223 e;Confirmed;0.0151;0.00378;0.0044;;;;0.41;0.037;0.024;19.72567;0.00054;0.00055;0.14;;;0.051;88.0;;2014;Primary Transit;;1960.49;1.12
Kepler-224 b;Confirmed;;;;;;;0.124;0.008;0.008;3.132924;1.4e-05;1.4e-05;0.038;;;;;;2014;Primary Transit;;799.75;0.74
Kepler-224 c;Confirmed;;;;;;;0.278;0.023;0.023;5.925003;1E-05;1E-05;0.058;;;;;;2014;Primary Transit;;799.75;0.74
Kepler-224 d;Confirmed;;;;;;;0.205;0.012;0.012;11.349393;3.4e-05;3.4e-05;0.089;;;;;;2014;Primary Transit;;799.75;0.74
Kepler-224 e;Confirmed;;;;;;;0.176;0.013;0.013;18.643577;8.7e-05;8.7e-05;0.124;;;;;;2014;Primary Transit;;799.75;0.74
Kepler-225 b;Confirmed;;;;;;;0.107;0.006;0.006;6.738975;4.1e-05;4.1e-05;0.056;;;;;;2014;Primary Transit;;569.99;
Kepler-225 c;Confirmed;;;;;;;0.164;0.009;0.009;18.794234;7.6e-05;7.6e-05;0.111;;;;;;2014;Primary Transit;;569.99;
Kepler-226 b;Confirmed;;;;;;;0.138;0.055;0.055;3.940997;2E-05;2E-05;0.047;;;;;;2014;Primary Transit;;1008.14;0.86
Kepler-226 c;Confirmed;;;;;;;0.203;0.08;0.08;5.349555;1.4e-05;1.4e-05;0.058;;;;;;2014;Primary Transit;;1008.14;0.86
Kepler-226 d;Confirmed;;;;;;;0.109;0.044;0.044;8.109044;9.4e-05;9.4e-05;0.076;;;;;;2014;Primary Transit;;1008.14;0.86
Kepler-227 b;Confirmed;;;;;;;0.277;0.14;0.14;9.488015;3.9e-05;3.9e-05;0.09;;;;;;2014;Primary Transit;;1117.5;
Kepler-227 c;Confirmed;;;;;;;0.271;0.136;0.136;54.418694;0.00046;0.00046;0.29;;;;;;2014;Primary Transit;;1117.5;
Kepler-228 b;Confirmed;;;;;;;0.136;0.063;0.063;2.566546;2.6e-05;2.6e-05;0.038;;;;;;2014;Primary Transit;;1724.6;
Kepler-228 c;Confirmed;;;;;;;0.241;0.111;0.111;4.134444;1.8e-05;1.8e-05;0.052;;;;;;2014;Primary Transit;;1724.6;
Kepler-228 d;Confirmed;;;;;;;0.36;0.165;0.165;11.094286;3.6e-05;3.6e-05;0.101;;;;;;2014;Primary Transit;;1724.6;
Kepler-229 b;Confirmed;;;;;;;0.196;0.07;0.07;6.252972;2.1e-05;2.1e-05;0.062;;;;;;2014;Primary Transit;;845.88;
Kepler-229 c;Confirmed;;;;;;;0.439;0.155;0.155;16.068638;1.9e-05;1.9e-05;0.117;;;;;;2014;Primary Transit;;845.88;
Kepler-229 d;Confirmed;;;;;;;0.343;0.123;0.123;41.194912;0.000248;0.000248;0.22;;;;;;2014;Primary Transit;;845.88;
Kepler-23 b;Confirmed;0.8;0.8;0.0;;;;0.17;;;7.1073;;;0.075;;;0.06;;;2011;Primary Transit;14.0;856.34;1.11
Kepler-23 c;Confirmed;2.7;2.7;0.0;;;;0.285;;;10.7421;;;0.099;;;0.02;;;2011;Primary Transit;14.0;856.34;1.11
Kepler-23 d;Confirmed;0.055;0.037;0.043;;;;0.196;0.008;0.008;15.274299;0.000104;0.000104;0.124;;;0.08;;;2014;Primary Transit;14.0;856.34;1.11
Kepler-230 b;Confirmed;;;;;;;0.38;0.194;0.194;32.625555;0.000126;0.000126;0.191;;;;;;2014;Primary Transit;;756.73;
Kepler-230 c;Confirmed;;;;;;;0.182;0.093;0.093;91.773242;0.001618;0.001618;0.38;;;;;;2014;Primary Transit;;756.73;
Kepler-231 b;Confirmed;;;;;;;0.154;0.011;0.011;10.065275;2.7e-05;2.7e-05;0.074;;;;;;2014;Primary Transit;;319.49;0.58
Kepler-231 c;Confirmed;;;;;;;0.172;0.017;0.017;19.271566;9.9e-05;9.9e-05;0.114;;;;;;2014;Primary Transit;;319.49;0.58
Kepler-232 b;Confirmed;;;;;;;0.275;0.131;0.131;4.431222;1.1e-05;1.1e-05;0.054;;;;;;2014;Primary Transit;;1402.96;
Kepler-232 c;Confirmed;;;;;;;0.342;0.166;0.166;11.379349;4.4e-05;4.4e-05;0.101;;;;;;2014;Primary Transit;;1402.96;
Kepler-233 b;Confirmed;;;;;;;0.217;0.059;0.059;8.472382;2.6e-05;2.6e-05;0.077;;;;;;2014;Primary Transit;;877.73;
Kepler-233 c;Confirmed;;;;;;;0.242;0.07;0.07;60.418955;0.00063;0.00063;0.287;;;;;;2014;Primary Transit;;877.73;
Kepler-234 b;Confirmed;;;;;;;0.33;0.148;0.148;2.711506;6E-06;6E-06;0.04;;;;;;2014;Primary Transit;;1821.01;
Kepler-234 c;Confirmed;;;;;;;0.313;0.139;0.139;7.21205;2.2e-05;2.2e-05;0.077;;;;;;2014;Primary Transit;;1821.01;
Kepler-235 b;Confirmed;;;;;;;0.199;0.009;0.009;3.340222;5E-06;5E-06;0.037;;;;;;2014;Primary Transit;;433.24;0.59
Kepler-235 c;Confirmed;;;;;;;0.114;0.007;0.007;7.824904;5.5e-05;5.5e-05;0.065;;;;;;2014;Primary Transit;;433.24;0.59
Kepler-235 d;Confirmed;;;;;;;0.183;0.009;0.009;20.060548;9.9e-05;9.9e-05;0.122;;;;;;2014;Primary Transit;;433.24;0.59
Kepler-235 e;Confirmed;;;;;;;0.198;0.026;0.026;46.183669;0.000425;0.000425;0.213;;;;;;2014;Primary Transit;;433.24;0.59
Kepler-236 b;Confirmed;;;;;;;0.14;0.011;0.011;8.295611;3.2e-05;3.2e-05;0.065;;;;;;2014;Primary Transit;;291.17;0.56
Kepler-236 c;Confirmed;;;;;;;0.178;0.015;0.015;23.968127;0.000174;0.000174;0.132;;;;;;2014;Primary Transit;;291.17;0.56
Kepler-237 b;Confirmed;;;;;;;0.126;0.067;0.067;4.715106;3E-05;3E-05;0.05;;;;;;2014;Primary Transit;;670.41;0.7
Kepler-237 c;Confirmed;;;;;;;0.186;0.098;0.098;8.103636;3.2e-05;3.2e-05;0.071;;;;;;2014;Primary Transit;;670.41;0.7
Kepler-238 b;Confirmed;;;;;;;0.154;0.036;0.036;2.090876;2E-05;2E-05;0.034;;;;;;2014;Primary Transit;;1897.73;1.43
Kepler-238 c;Confirmed;;;;;;;0.213;0.04;0.04;6.155557;5E-05;5E-05;0.069;;;;;;2014;Primary Transit;;1897.73;1.43
Kepler-238 d;Confirmed;;;;;;;0.274;0.051;0.051;13.233549;8.1e-05;8.1e-05;0.115;;;;;;2014;Primary Transit;;1897.73;1.43
Kepler-238 e;Confirmed;0.534;0.217;0.226;;;;0.5;0.041;0.211;23.654;;;;;;;;;2013;Primary Transit;;1897.73;1.43
Kepler-238 f;Confirmed;0.042;0.008;0.009;;;;0.178;0.015;0.076;50.447;;;;;;;;;2013;Primary Transit;;1897.73;1.43
Kepler-239 b;Confirmed;;;;;;;0.208;0.013;0.013;11.763051;3.4e-05;3.4e-05;0.095;;;;;;2014;Primary Transit;;660.07;0.74
Kepler-239 c;Confirmed;;;;;;;0.224;0.037;0.037;56.228098;0.00058;0.00058;0.268;;;;;;2014;Primary Transit;;660.07;0.74
Kepler-24 b;Confirmed;1.6;inf;nan;;;;0.214;;;8.1453;;;0.08;;;;;;2011;Primary Transit;15.5;1195.99;1.03
Kepler-24 c;Confirmed;1.6;inf;nan;;;;0.25;;;12.3335;;;0.106;;;;;;2011;Primary Transit;15.5;1195.99;1.03
Kepler-24 d;Confirmed;;;;;;;0.149;0.035;0.035;4.244384;5.3e-05;5.3e-05;0.051;;;;;;2014;Primary Transit;15.5;1195.99;1.03
Kepler-24 e;Confirmed;;;;;;;0.248;0.057;0.057;18.998355;0.000157;0.000157;0.138;;;;;;2014;Primary Transit;15.5;1195.99;1.03
Kepler-240 b;Confirmed;;;;;;;0.122;0.05;0.05;4.144495;2.6e-05;2.6e-05;0.048;;;;;;2014;Primary Transit;;762.74;
Kepler-240 c;Confirmed;;;;;;;0.196;0.079;0.079;7.953528;2.5e-05;2.5e-05;0.074;;;;;;2014;Primary Transit;;762.74;
Kepler-241 b;Confirmed;;;;;;;0.208;0.092;0.092;12.718092;3.5e-05;3.5e-05;0.094;;;;;;2014;Primary Transit;;609.86;
Kepler-241 c;Confirmed;;;;;;;0.229;0.099;0.099;36.065978;0.000133;0.000133;0.189;;;;;;2014;Primary Transit;;609.86;
Kepler-242 b;Confirmed;;;;;;;0.233;0.143;0.143;8.20395;2E-05;2E-05;0.075;;;;;;2014;Primary Transit;;610.6;
Kepler-242 c;Confirmed;;;;;;;0.178;0.11;0.11;14.496481;8.3e-05;8.3e-05;0.109;;;;;;2014;Primary Transit;;610.6;
Kepler-243 b;Confirmed;;;;;;;0.219;0.103;0.103;5.715442;1.1e-05;1.1e-05;0.062;;;;;;2014;Primary Transit;;707.94;0.89
Kepler-243 c;Confirmed;;;;;;;0.178;0.087;0.087;20.026218;0.000163;0.000163;0.142;;;;;;2014;Primary Transit;;707.94;0.89
Kepler-244 b;Confirmed;;;;;;;0.246;0.103;0.103;4.311792;8E-06;8E-06;0.05;;;;;;2014;Primary Transit;;1067.62;
Kepler-244 c;Confirmed;;;;;;;0.183;0.078;0.078;9.767292;4.6e-05;4.6e-05;0.087;;;;;;2014;Primary Transit;;1067.62;
Kepler-244 d;Confirmed;;;;;;;0.206;0.087;0.087;20.050401;0.00013;0.00013;0.14;;;;;;2014;Primary Transit;;1067.62;
Kepler-245 b;Confirmed;;;;;;;0.229;0.016;0.016;7.49019;1.9e-05;1.9e-05;0.071;;;;;;2014;Primary Transit;;882.65;0.8
Kepler-245 c;Confirmed;;;;;;;0.194;0.015;0.015;17.460812;7.6e-05;7.6e-05;0.124;;;;;;2014;Primary Transit;;882.65;0.8
Kepler-245 d;Confirmed;;;;;;;0.27;0.019;0.019;36.277108;0.000173;0.000173;0.202;;;;;;2014;Primary Transit;;882.65;0.8
Kepler-245 e;Confirmed;;;;;;;0.156;0.005;0.007;3.21982106;4.74e-06;4.74e-06;;;;;;;2016;Primary Transit;;882.65;0.8
Kepler-246 b;Confirmed;;;;;;;0.209;0.107;0.107;4.60182;8E-06;8E-06;0.052;;;;;;2014;Primary Transit;;637.44;0.86
Kepler-246 c;Confirmed;;;;;;;0.134;0.068;0.068;11.187161;7.5e-05;7.5e-05;0.095;;;;;;2014;Primary Transit;;637.44;0.86
Kepler-247 b;Confirmed;;;;;;;0.146;0.041;0.041;3.33616;7E-06;7E-06;0.042;;;;;;2014;Primary Transit;;676.38;0.884
Kepler-247 c;Confirmed;;;;;;;0.365;0.102;0.102;9.439452;7E-06;7E-06;0.084;;;;;;2014;Primary Transit;;676.38;0.884
Kepler-247 d;Confirmed;;;;;;;0.352;0.098;0.098;20.477912;2.6e-05;2.6e-05;0.14;;;;;;2014;Primary Transit;;676.38;0.884
Kepler-248 b;Confirmed;;;;;;;0.269;0.032;0.032;6.308205;1E-05;1E-05;0.066;;;;;;2014;Primary Transit;;754.65;
Kepler-248 c;Confirmed;;;;;;;0.363;0.044;0.044;16.239494;2.4e-05;2.4e-05;0.123;;;;;;2014;Primary Transit;;754.65;
Kepler-249 b;Confirmed;;;;;;;0.097;0.004;0.004;3.306539;1E-05;1E-05;0.035;;;;;;2014;Primary Transit;;191.44;
Kepler-249 c;Confirmed;;;;;;;0.135;0.008;0.008;7.113702;1.8e-05;1.8e-05;0.058;;;;;;2014;Primary Transit;;191.44;
Kepler-249 d;Confirmed;;;;;;;0.14;0.012;0.012;15.368459;7E-05;7E-05;0.097;;;;;;2014;Primary Transit;;191.44;
Kepler-25 b;Confirmed;0.0275;0.0073;0.0079;;;;0.245;0.003;0.003;6.238297;1.7e-05;1.7e-05;0.068;;;0.0029;92.827;;2011;Primary Transit;11.0;244.96;1.19
Kepler-25 c;Confirmed;0.0479;0.0051;0.0041;;;;0.465;0.006;0.006;12.7207;0.0001;0.00011;0.11;;;0.0061;92.764;;2011;Primary Transit;11.0;244.96;1.19
Kepler-25 d;Confirmed;0.226;0.031;0.031;0.226;0.031;0.031;;;;122.4;0.71;0.8;;;;0.13;;;2014;Radial Velocity;11.0;244.96;1.19
Kepler-250 b;Confirmed;;;;;;;0.101;0.061;0.061;4.148141;4.6e-05;4.6e-05;0.048;;;;;;2014;Primary Transit;;777.31;0.8
Kepler-250 c;Confirmed;;;;;;;0.203;0.117;0.117;7.156804;2.2e-05;2.2e-05;0.069;;;;;;2014;Primary Transit;;777.31;0.8
Kepler-250 d;Confirmed;;;;;;;0.194;0.112;0.112;17.648312;8.1e-05;8.1e-05;0.127;;;;;;2014;Primary Transit;;777.31;0.8
Kepler-251 b;Confirmed;;;;;;;0.119;0.021;0.021;4.790936;3.7e-05;3.7e-05;0.053;;;;;;2014;Primary Transit;;948.98;0.91
Kepler-251 c;Confirmed;;;;;;;0.247;0.044;0.044;16.514043;5.4e-05;5.4e-05;0.122;;;;;;2014;Primary Transit;;948.98;0.91
Kepler-251 d;Confirmed;;;;;;;0.247;0.044;0.044;30.133001;0.000161;0.000161;0.182;;;;;;2014;Primary Transit;;948.98;0.91
Kepler-251 e;Confirmed;;;;;;;0.247;0.044;0.044;99.640161;0.001074;0.001074;0.404;;;;;;2014;Primary Transit;;948.98;0.91
Kepler-252 b;Confirmed;;;;;;;0.11;0.011;0.011;6.668391;3.1e-05;3.1e-05;0.058;;;;;;2014;Primary Transit;;383.59;0.52
Kepler-252 c;Confirmed;;;;;;;0.192;0.012;0.012;10.848463;1.5e-05;1.5e-05;0.08;;;;;;2014;Primary Transit;;383.59;0.52
Kepler-253 b;Confirmed;;;;;;;0.145;0.06;0.06;3.783986;1.7e-05;1.7e-05;0.046;;;;;;2014;Primary Transit;;858.93;
Kepler-253 c;Confirmed;;;;;;;0.236;0.099;0.099;10.281951;3.2e-05;3.2e-05;0.089;;;;;;2014;Primary Transit;;858.93;
Kepler-253 d;Confirmed;;;;;;;0.283;0.116;0.116;18.119869;6.6e-05;6.6e-05;0.13;;;;;;2014;Primary Transit;;858.93;
Kepler-254 b;Confirmed;;;;;;;0.345;0.165;0.165;5.826662;1E-05;1E-05;0.064;;;;;;2014;Primary Transit;;1446.45;
Kepler-254 c;Confirmed;;;;;;;0.192;0.092;0.092;12.412183;8.2e-05;8.2e-05;0.105;;;;;;2014;Primary Transit;;1446.45;
Kepler-254 d;Confirmed;;;;;;;0.223;0.106;0.106;18.746477;0.000121;0.000121;0.139;;;;;;2014;Primary Transit;;1446.45;
Kepler-255 b;Confirmed;;;;;;;0.138;0.055;0.055;5.714606;5.2e-05;5.2e-05;0.063;;;;;;2014;Primary Transit;;1084.5;0.97
Kepler-255 c;Confirmed;;;;;;;0.267;0.105;0.105;9.946047;3.5e-05;3.5e-05;0.092;;;;;;2014;Primary Transit;;1084.5;0.97
Kepler-255 d;Confirmed;;;;;;;0.118;0.009;0.012;1.04562266;2.67e-06;2.67e-06;;;;;;;2016;Primary Transit;;1084.5;0.97
Kepler-256 b;Confirmed;;;;;;;0.142;0.035;0.035;1.620493;9E-06;9E-06;0.027;;;;;;2014;Primary Transit;;1057.36;1.02
Kepler-256 c;Confirmed;;;;;;;0.192;0.047;0.047;3.38802;1.6e-05;1.6e-05;0.045;;;;;;2014;Primary Transit;;1057.36;1.02
Kepler-256 d;Confirmed;;;;;;;0.221;0.056;0.056;5.839172;3.1e-05;3.1e-05;0.064;;;;;;2014;Primary Transit;;1057.36;1.02
Kepler-256 e;Confirmed;;;;;;;0.21;0.052;0.052;10.681572;6.6e-05;6.6e-05;0.096;;;;;;2014;Primary Transit;;1057.36;1.02
Kepler-257 b;Confirmed;;;;;;;0.233;0.117;0.117;2.382667;6E-06;6E-06;0.034;;;;;;2014;Primary Transit;;797.75;
Kepler-257 c;Confirmed;;;;;;;0.483;0.243;0.243;6.581484;8E-06;8E-06;0.066;;;;;;2014;Primary Transit;;797.75;
Kepler-257 d;Confirmed;;;;;;;0.442;0.221;0.221;24.664551;5.1e-05;5.1e-05;0.16;;;;;;2014;Primary Transit;;797.75;
Kepler-258 b;Confirmed;;;;;;;0.362;0.242;0.242;13.19722;1.9e-05;1.9e-05;0.103;;;;;;2014;Primary Transit;;585.6;0.8
Kepler-258 c;Confirmed;;;;;;;0.322;0.217;0.217;33.653079;0.000189;0.000189;0.193;;;;;;2014;Primary Transit;;585.6;0.8
Kepler-259 b;Confirmed;;;;;;;0.25;0.122;0.122;8.115317;2.2e-05;2.2e-05;0.079;;;;;;2014;Primary Transit;;1031.58;
Kepler-259 c;Confirmed;;;;;;;0.241;0.117;0.117;36.924931;0.000181;0.000181;0.217;;;;;;2014;Primary Transit;;1031.58;
Kepler-26 b;Confirmed;0.01611;0.00192;0.00205;;;;0.248;0.01;0.01;12.28;0.0003;0.0003;0.085;;;;;;2011;Primary Transit;16.0;338.55;0.54
Kepler-26 c;Confirmed;0.01951;0.00205;0.00205;;;;0.243;0.011;0.011;17.2559;0.0006;0.0006;0.107;;;;;;2011;Primary Transit;16.0;338.55;0.54
Kepler-26 d;Confirmed;;;;;;;0.095;0.005;0.005;3.543919;1.5e-05;1.5e-05;0.039;;;;;;2014;Primary Transit;16.0;338.55;0.54
Kepler-26 e;Confirmed;;;;;;;0.215;0.013;0.013;46.827915;0.000173;0.000173;0.22;;;;;;2014;Primary Transit;16.0;338.55;0.54
Kepler-260 b;Confirmed;;;;;;;0.179;0.049;0.049;8.187399;2.2e-05;2.2e-05;0.075;;;;;;2014;Primary Transit;;638.85;0.88
Kepler-260 c;Confirmed;;;;;;;0.155;0.048;0.048;76.050178;0.001026;0.001026;0.332;;;;;;2014;Primary Transit;;638.85;0.88
Kepler-261 b;Confirmed;;;;;;;0.194;0.012;0.012;10.381227;1.6e-05;1.6e-05;0.088;;;;;;2014;Primary Transit;;320.43;0.87
Kepler-261 c;Confirmed;;;;;;;0.178;0.012;0.012;24.570858;6.9e-05;6.9e-05;0.156;;;;;;2014;Primary Transit;;320.43;0.87
Kepler-262 b;Confirmed;;;;;;;0.121;0.053;0.053;13.060855;0.000164;0.000164;0.108;;;;;;2014;Primary Transit;;624.08;
Kepler-262 c;Confirmed;;;;;;;0.146;0.061;0.061;21.853722;0.000187;0.000187;0.152;;;;;;2014;Primary Transit;;624.08;
Kepler-263 b;Confirmed;;;;;;;0.238;0.129;0.129;16.568087;6.5e-05;6.5e-05;0.12;;;;;;2014;Primary Transit;;771.09;
Kepler-263 c;Confirmed;;;;;;;0.22;0.12;0.12;47.332773;0.000456;0.000456;0.242;;;;;;2014;Primary Transit;;771.09;
Kepler-264 b;Confirmed;;;;;;;0.297;0.066;0.066;40.806231;0.000538;0.000538;0.249;;;;;;2014;Primary Transit;;968.15;1.32
Kepler-264 c;Confirmed;;;;;;;0.252;0.052;0.052;140.101261;0.003678;0.003678;0.566;;;;;;2014;Primary Transit;;968.15;1.32
Kepler-265 b;Confirmed;;;;;;;0.166;0.04;0.04;6.846262;6.3e-05;6.3e-05;0.069;;;;;;2014;Primary Transit;;1328.21;1.03
Kepler-265 c;Confirmed;;;;;;;0.235;0.049;0.049;17.028937;0.000136;0.000136;0.127;;;;;;2014;Primary Transit;;1328.21;1.03
Kepler-265 d;Confirmed;;;;;;;0.222;0.048;0.048;43.130617;0.000658;0.000658;0.236;;;;;;2014;Primary Transit;;1328.21;1.03
Kepler-265 e;Confirmed;;;;;;;0.231;0.049;0.049;67.831024;0.001396;0.001396;0.319;;;;;;2014;Primary Transit;;1328.21;1.03
Kepler-266 b;Confirmed;;;;;;;0.221;0.107;0.107;6.61833;4.8e-05;4.8e-05;0.071;;;;;;2014;Primary Transit;;1425.27;0.99
Kepler-266 c;Confirmed;;;;;;;0.347;0.169;0.169;107.723601;0.001643;0.001643;0.457;;;;;;2014;Primary Transit;;1425.27;0.99
Kepler-267 b;Confirmed;;;;;;;0.177;0.008;0.008;3.353728;7E-06;7E-06;0.037;;;;;;2014;Primary Transit;;267.0;0.56
Kepler-267 c;Confirmed;;;;;;;0.19;0.01;0.01;6.87745;1.6e-05;1.6e-05;0.06;;;;;;2014;Primary Transit;;267.0;0.56
Kepler-267 d;Confirmed;;;;;;;0.203;0.011;0.011;28.464515;0.00018;0.00018;0.154;;;;;;2014;Primary Transit;;267.0;0.56
Kepler-268 b;Confirmed;;;;;;;0.227;0.042;0.042;25.934138;0.000142;0.000142;0.18;;;;;;2014;Primary Transit;;873.21;
Kepler-268 c;Confirmed;;;;;;;0.302;0.062;0.062;83.446393;0.000761;0.000761;0.391;;;;;;2014;Primary Transit;;873.21;
Kepler-269 b;Confirmed;;;;;;;0.22;0.103;0.103;5.326718;3.5e-05;3.5e-05;0.061;;;;;;2014;Primary Transit;;2418.83;0.98
Kepler-269 c;Confirmed;;;;;;;0.151;0.071;0.071;8.127899;0.000149;0.000149;0.081;;;;;;2014;Primary Transit;;2418.83;0.98
Kepler-27 b;Confirmed;9.11;inf;nan;;;;0.357;;;15.3348;;;0.118;;;;;;2011;Primary Transit;;1075.1;0.65
Kepler-27 c;Confirmed;13.8;inf;nan;;;;0.437;;;31.3309;;;0.191;;;;;;2011;Primary Transit;;1075.1;0.65
Kepler-270 b;Confirmed;;;;;;;0.179;0.036;0.036;11.476094;7.1e-05;7.1e-05;0.107;;;;;;2014;Primary Transit;;975.46;
Kepler-270 c;Confirmed;;;;;;;0.158;0.033;0.033;25.262887;0.000599;0.000599;0.18;;;;;;2014;Primary Transit;;975.46;
Kepler-271 b;Confirmed;;;;;;;0.11;0.006;0.007;10.43547805;2.7e-05;2.7e-05;0.056;;;;;;2014;Primary Transit;;418.0;0.9
Kepler-271 c;Confirmed;;;;;;;0.085;0.005;0.005;7.41086267;3.305e-05;3.305e-05;0.071;;;;;;2014;Primary Transit;;418.0;0.9
Kepler-271 d;Confirmed;;;;;;;0.059;0.004;0.004;5.24972541;4.062e-05;4.062e-05;;;;;;;2016;Primary Transit;;418.0;0.9
Kepler-272 b;Confirmed;;;;;;;0.128;0.069;0.069;2.971353;1.7e-05;1.7e-05;0.038;;;;;;2014;Primary Transit;;912.85;0.79
Kepler-272 c;Confirmed;;;;;;;0.16;0.086;0.086;6.057342;3.7e-05;3.7e-05;0.061;;;;;;2014;Primary Transit;;912.85;0.79
Kepler-272 d;Confirmed;;;;;;;0.201;0.109;0.109;10.937304;7.3e-05;7.3e-05;0.091;;;;;;2014;Primary Transit;;912.85;0.79
Kepler-273 b;Confirmed;;;;;;;0.134;0.077;0.077;2.936532;9E-06;9E-06;0.037;;;;;;2014;Primary Transit;;728.85;
Kepler-273 c;Confirmed;;;;;;;0.177;0.103;0.103;8.014927;5.2e-05;5.2e-05;0.073;;;;;;2014;Primary Transit;;728.85;
Kepler-274 b;Confirmed;;;;;;;0.137;0.075;0.075;11.634788;0.000134;0.000134;0.101;;;;;;2014;Primary Transit;;1385.51;
Kepler-274 c;Confirmed;;;;;;;0.164;0.089;0.089;33.197861;0.000894;0.000894;0.204;;;;;;2014;Primary Transit;;1385.51;
Kepler-275 b;Confirmed;;;;;;;0.209;0.04;0.04;10.300682;0.000254;0.000254;0.098;;;;;;2014;Primary Transit;;2155.2;1.24
Kepler-275 c;Confirmed;;;;;;;0.302;0.057;0.057;16.088134;0.000164;0.000164;0.132;;;;;;2014;Primary Transit;;2155.2;1.24
Kepler-275 d;Confirmed;;;;;;;0.297;0.066;0.066;35.676062;0.000641;0.000641;0.224;;;;;;2014;Primary Transit;;2155.2;1.24
Kepler-276 b;Confirmed;;;;;;;0.256;0.12;0.12;14.12841;0.000111;0.000111;0.119;;;;;;2014;Primary Transit;;1181.73;0.96
Kepler-276 c;Confirmed;0.052;0.011;0.014;;;;0.259;0.0143;0.0143;31.884;;;;;;;;;2013;Primary Transit;;1181.73;0.96
Kepler-276 d;Confirmed;0.051;0.014;0.016;;;;0.25;0.0134;0.0134;48.648;;;;;;;;;2013;Primary Transit;;1181.73;0.96
Kepler-277 b;Confirmed;0.275;0.126;0.131;;;;0.261;0.0349;0.0349;17.324;;;;;;;;;2013;Primary Transit;13.4;1004.88;1.19
Kepler-277 c;Confirmed;0.202;0.049;0.057;;;;0.3;0.04;0.04;33.006;;;;;;;;;2013;Primary Transit;13.4;1004.88;1.19
Kepler-278 b;Confirmed;0.176;0.041;0.116;;;;0.363;0.014;0.014;30.160546;0.000311;0.000311;0.207;;;0.696;85.11;;2014;Primary Transit;;448.65;
Kepler-278 c;Confirmed;0.1098;0.066;0.0311;;;;0.32;0.038;0.038;51.078775;0.00089;0.00089;0.294;;;0.616;88.58;;2014;Primary Transit;;448.65;
Kepler-279 b;Confirmed;;;;;;;0.323;0.063;0.063;12.309681;5.1e-05;5.1e-05;0.112;;;;;;2014;Primary Transit;13.7;1069.2;1.23
Kepler-279 c;Confirmed;0.155;0.019;0.023;;;;0.384;0.037;0.153;35.736;;;0.232;;;;;;2013;Primary Transit;13.7;1069.2;1.23
Kepler-279 d;Confirmed;0.118;0.014;0.017;;;;0.277;0.114;0.114;54.414;;;0.30728;;;;;;2013;Primary Transit;13.7;1069.2;1.23
Kepler-28 b;Confirmed;1.51;inf;nan;;;;0.321;;;5.9123;;;0.062;;;;;;2011;Primary Transit;15.5;443.92;0.75
Kepler-28 c;Confirmed;1.36;inf;nan;;;;0.303;;;8.9858;;;0.081;;;;;;2011;Primary Transit;15.5;443.92;0.75
Kepler-280 b;Confirmed;;;;;;;0.129;0.062;0.062;2.139542;6E-06;6E-06;0.032;;;;;;2014;Primary Transit;;798.21;0.91
Kepler-280 c;Confirmed;;;;;;;0.179;0.087;0.087;4.807091;9E-06;9E-06;0.056;;;;;;2014;Primary Transit;;798.21;0.91
Kepler-281 b;Confirmed;;;;;;;0.252;0.1;0.1;14.646008;0.000139;0.000139;0.117;;;;;;2014;Primary Transit;;1835.0;0.98
Kepler-281 c;Confirmed;;;;;;;0.474;0.184;0.184;36.337373;0.000111;0.000111;0.215;;;;;;2014;Primary Transit;;1835.0;0.98
Kepler-282 b;Confirmed;;;;;;;0.09;0.022;0.022;9.220524;0.000341;0.000341;0.082;;;;;;2014;Primary Transit;15.2;1390.97;1.09
Kepler-282 c;Confirmed;;;;;;;0.107;0.026;0.026;13.638723;0.000491;0.000491;0.106;;;;;;2014;Primary Transit;15.2;1390.97;1.09
Kepler-282 d;Confirmed;0.192;0.114;0.113;;;;0.219;0.018;0.089;24.806;;;;;;;;;2013;Primary Transit;15.2;1390.97;1.09
